,SentimentText
444,  is it rlly tht serious? I'm abt to go thru my fonebook...
445,  is listenin to my new fav band more amor
446,  it is on environmental studies and driving me mental
447,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  
448,  Just another day in paradise. ;)
449,  Just found a bone in my chicken nugget    Not cool
450," - Like I said, my back still fucking hurts and Iâm going to complain about it like no oneâs business.... http://tumblr.com/x6n25amd5"
451,  love you! &lt;333
452,  my aunties dog is getting put down  hes my dogs brother aswell 
453," - my head feels like its going to explode - mmm, what a horrendous image... the mess!"
454,  my head is killing meee
455," - My name is Amy. Iï¿½m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0"
456," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj"
457, Â«Confirmed: Missing Air France Flight 447 has Crashed in the AtlanticÂ»: http://bit.ly/BxdVL
458, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
459, about school....... it will all be over soon can't wait to celebrate            STRES till then
460,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text 
461,=- about to swim
462, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
463, AFI are not at reading til sunday this sucks !!!!!!!!!
464," after a crap night was looking forward to being cheered up, but no. Never mind."
465, ah the postman didn't have my package. What am I goon to do for the rest of the day.....
466, ahh school on monday!!!! not ready
467," ahhh. Drizzy. Mr. Rogers, you are indeed the best."
468," Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it's wireless goodness."
469," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!"
470, all day.. no play.
471, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne
472, all I want is my ma in my arms  that's all I want is you in my arms
473, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored
474, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
475, All the small things...
476," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad."
477, allison didnt win. She should have.
478, almost time to leave.
479, already getting sleepy...I really want to get my psych quizzes done tonight...
480,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.
481, am excited
482, Am feelin very happy!? 
483, Am I feeding the Pig'?
484," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka"
485, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
486,-- An alarm clock is a device for waking up people who do not have small children. --- 
487, And how can you mend a broken heart?   â« http://blip.fm/~8k7kl
488, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/
489, and i was just starting to get confident in myself! you have torn me down!
490, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatÃ­va 
491, another 45 mins....
492, another early day
493, another father's day weekend I don't get to spend with my dad..
494, Another Friday night of Rock Band
495, anticipating a tough day ahead
496, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
497,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!
498, - ?oVe&lt;33
499,  6:30...what's wrong wit it?
500, - alergic... nose itchy and eyes burning... Hope It's getting better soon....
501,  and they KEEP on coming!   xox
502,  Another expensive weekend trip to the vet.
503,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE"
504,  but chilli prawns will make the pain better...
505,  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. â¥
506,  DD has pinkeye...not fun.
507, -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner)
508,  feeling hopeless and useless.
509,  forgot my lunch at home
510,  General Motors sold hummer :S :S
511,  Good morning all! Have a great day!!!
512,  goodnight..
513,  gooood night!!   must prepare for tomorrows meeting now
514, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn iâm... http://tumblr.com/xzp224xgj
515,  having a luvly day http://tinyurl.com/ckbmkc
516,  he is so hot !
517,  hmm what to do!
518,  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt;'s 'Rat Patrol' @dcist
519,  I am actually crying now because of sore throat.
520," - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm"
521,  i miss my brother.. i worry about him.
522,"  i need to think of something else, first. "
523,  i wanted julian to win!
524, - Iowa No. 2 in happy! Yea!
525,  jus got some bad news
526,  just got home
527,  just mean
528,  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!
529, - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp
530,"  ''Love, save the empty''"
531,  my camera broke !
532,  My mom is the funniest person ever!  
533,  my parents left
534,"  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!"
535,"  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts."
536,  nothing....
537,  ok we'll talk about your boyfriends and stuff tomorrow ;) lmao and we'll talk for real soon too!! wooo hehe ilysfm doodle xxxx
538,  Pie seems to have quite a good appetite now.
539, - server problems - motivating me to change hosting providers though... #fb
540,  shakes head
541,"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!"
542,  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?
543,  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .
544,  myspace peOplE  can get really angry if I don't answer them right away... JA!
545,  never get any photo comments on m space and more
546,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com"
547,  no tickets in germany for the miley cyrus tour.. 
548,"  photo shoot rained out...  oh well, back to post!"
549,  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith]
550,  RIP Charles J ...the world is with one less fine fellow
551,  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. 
552, - she is amazing -- Bjork ï¿½ Bachelorette ? http://blip.fm/~4lfyi
553,  so bored
554,  so much for a good weekend
555,  Thank you.    @Kyauphie
556,  The hotel doesn't know where it is either... that was my favorite! How poopie is that.
557, - thelovelybones: I plan on owning this â¦donât judge me. http://tumblr.com/xr0238tmq
558,"  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4"
559, - ticketsandpassports: Â lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue
560,  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g
561,  Today is not a good day. But I guess laying around the house in your undies isn't so bad.
562,"  went to maggie's bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)"
563,  when will RB2 get an australian release date???
564," !my grandma just told me she thinks I'm stupid. Well, hey thanks, G."
565, #andyhurleyday
566, #ASOT400
567, #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8
568, #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1
569, #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH
570, #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany
571, #p1wimax no signal detected here at the gardens
572, #trackle
573, --&gt; that was then. ='( --&gt; this is NOW.
574, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8
575, &lt;---My expression watching this again: http://tinyurl.com/eqbwe
576, &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail
577, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead]
578, &quot;Im in love and I don't care who knows it !&quot; -elf
579, &quot;It's raining again&quot; (c) Supertramp
580," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2"
581, &quot;you have to do it all alone&quot;
582," Apparently the 'new' 3.0 is the same build as the GM, meaning I'll likely have the same [minute] issues I was having with the GM. #mlia"
583," Archie's annoying me this morning, says I hogged the bed all night and won't get up for his shower, him and his little black kettle self"
584, are you ok @zheyamada ?
585," Argh, the speakers on my Macbook are screwing up, and slowly dying."
586, -as simple as it gets.
587, at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .
588, at last night 
589," at my tweets: 1 lady saying goodnite, 2 tweets later 1 lady is saying good morning - that's crazy - i would never imagined this yrs ago"
590, at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr
591, AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.
592, at work ! Fuck !
593, at work and got loads to do b4 I leave today. Toodles lufflies xxx
594, attempting to get other people on twitter(other than cate)  to talk to me but it is failing
595, Aw. Toy Story 3 is coming out NEXT year.
596, awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz 
597, awesome  http://twitpic.com/6ikhd
598, awesome black coffee... anyone?
599, aww great song &quot;Picture to burn&quot;
600, AWW I GOTA DO HOMEWORK
601, aww someone borrowed it without telling me.
602, Awww derek is at work back to making kandie with the little ones  :o
603, B- in genetics so that's a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 80% is a B.
604, baby died last night. @$%%$# day.
605, baby girl's so upset.....i'm not where i need to be with my sewing... and it's almost 10pm and i'm finally eating a little dinner..sigh..
606, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. 
607, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva
608,"=- back from cali , missing itttttt"
609,=- back pain
610, Back to basics 
611, bad day 2day. Broken glasses  rainy weather  uof
612, bad night for the pens
613, bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try
614, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD
615,' bank account is negative $118... 
616, Bas one last time 2 update my status 
617, baseball.
618, bcd's closed! i guess nodaji it is.
619,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3"
